wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
7.521505376344086926e+02,2.768897768897768952e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.215053763440861303e+02,9.507159507159507195e-02,5.475000000000000000e+02,2.246855999999999853e-02,3.913492900000000163e-01,5.295591000000000187e-02
7.569892473118280805e+02,2.635697635697635821e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.360215053763441801e+02,8.108558108558108768e-02,5.500000000000000000e+02,2.472374999999999920e-02,3.993304699999999929e-01,5.058272999999999936e-02
7.607526881720431220e+02,2.495837495837495978e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.505376344086023437e+02,7.242757242757244529e-02,5.525000000000000000e+02,2.615709999999999910e-02,3.956753700000000262e-01,4.797330999999999818e-02
7.655913978494625098e+02,2.369297369297369282e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.602150537634410057e+02,6.310356310356310394e-02,5.550000000000000000e+02,2.656878999999999838e-02,3.805946099999999999e-01,4.480672000000000127e-02
7.747311827956990555e+02,2.389277389277389141e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.688172043010754351e+02,5.311355311355311914e-02,5.575000000000000000e+02,2.647537999999999975e-02,3.651717800000000014e-01,4.118437999999999960e-02
7.811827956989247923e+02,2.422577422577422424e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.758064516129034018e+02,4.445554445554446288e-02,5.600000000000000000e+02,2.628793000000000102e-02,3.503137800000000190e-01,3.745046999999999959e-02
7.887096774193549891e+02,2.329337329337329565e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.849462365591399475e+02,3.912753912753913488e-02,5.625000000000000000e+02,2.596487000000000100e-02,3.334767299999999990e-01,3.395207000000000086e-02
7.946236559139786095e+02,2.189477189477189445e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.989247311827958811e+02,2.913752913752913620e-02,5.650000000000000000e+02,2.534778000000000031e-02,3.177246000000000237e-01,3.103623999999999966e-02
7.973118279569894185e+02,2.076257076257076173e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.019354838709677551e+03,1.914751914751915141e-02,5.675000000000000000e+02,2.513305999999999873e-02,3.086363999999999774e-01,2.900803999999999883e-02
8.010752688172044600e+02,2.002997002997003173e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.040322580645161452e+03,1.115551115551116634e-02,5.700000000000000000e+02,3.313102999999999881e-02,3.051067199999999979e-01,2.782259000000000121e-02
8.075268817204301968e+02,2.002997002997003173e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.056451612903225850e+03,6.493506493506495669e-03,5.725000000000000000e+02,4.248748000000000108e-02,3.026919699999999769e-01,2.726142999999999969e-02
8.188172043010754351e+02,2.029637029637029466e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.077956989247311867e+03,3.163503163503167404e-03,5.750000000000000000e+02,5.146566000000000335e-02,2.969244799999999906e-01,2.710482000000000169e-02
8.258064516129034018e+02,2.036297036297036456e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+03,2.497502497502496199e-03,5.775000000000000000e+02,9.393864000000000380e-02,2.835083099999999856e-01,2.713304000000000063e-02
