wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
6.385080645161290249e+02,3.474525474525475000e-01,6.681451612903225623e+02,9.410589410589410841e-02,7.443548387096774377e+02,8.451548451548453189e-02,4.700000000000000000e+02,9.109712969306429237e-03,1.091566553599144646e-01,2.693777155096293563e-01
6.450940860215052908e+02,3.338661338661338962e-01,6.836693548387097508e+02,1.212787212787212882e-01,7.556451612903225623e+02,9.650349650349650255e-02,4.725000000000000000e+02,1.071546479189242063e-02,1.202777482066653275e-01,2.676964635846119100e-01
6.559139784946236205e+02,3.234765234765235031e-01,6.968413978494622825e+02,1.412587412587412716e-01,7.659946236559139834e+02,1.172827172827172887e-01,4.750000000000000000e+02,1.184991837788060276e-02,1.314399991267156120e-01,2.658357706453312597e-01
6.784946236559139834e+02,3.098901098901098994e-01,7.081317204301075208e+02,1.500499500499500871e-01,7.754032258064515872e+02,1.412587412587412716e-01,4.775000000000000000e+02,1.221511432226263932e-02,1.422483416213373986e-01,2.638557963411046758e-01
6.991935483870968255e+02,2.987012987012987453e-01,7.203629032258064626e+02,1.516483516483516647e-01,7.885752688172042326e+02,1.692307692307692402e-01,4.800000000000000000e+02,1.221907291032436720e-02,1.528057717435206964e-01,2.618167003212490962e-01
7.151881720430108089e+02,2.843156843156843250e-01,7.349462365591398338e+02,1.516483516483516647e-01,7.989247311827957674e+02,1.868131868131868156e-01,4.825000000000000000e+02,1.240825607975116172e-02,1.632689998173599277e-01,2.597786422350817359e-01
7.358870967741935374e+02,2.707292707292707212e-01,7.504704301075269086e+02,1.588411588411588471e-01,8.177419354838709751e+02,1.964035964035963922e-01,4.850000000000000000e+02,1.327658770882768520e-02,1.737945642548624769e-01,2.577627282215085303e-01
7.565860215053762658e+02,2.571428571428571730e-01,7.664650537634408920e+02,1.724275724275724508e-01,8.309139784946237342e+02,1.964035964035963922e-01,4.875000000000000000e+02,1.476318773330951087e-02,1.844245234485379359e-01,2.555666728122955589e-01
7.754032258064515872e+02,2.515484515484515682e-01,7.819892473118279668e+02,1.860139860139859991e-01,8.478494623655913074e+02,1.860139860139859991e-01,4.900000000000000000e+02,1.647413063851064716e-02,1.948883244046799024e-01,2.529088932875631079e-01
7.923387096774192742e+02,2.427572427572427527e-01,7.956317204301075208e+02,1.956043956043956311e-01,8.680779569892472409e+02,1.716283716283716343e-01,4.925000000000000000e+02,1.801095849688298320e-02,2.048625431043639700e-01,2.495077126524236077e-01
8.088037634408601662e+02,2.307692307692307820e-01,8.135080645161290249e+02,1.972027972027972087e-01,8.845430107526881329e+02,1.444555444555444823e-01,4.950000000000000000e+02,1.897521338087840986e-02,2.140296917428089474e-01,2.450819490154253766e-01
8.243279569892472409e+02,2.163836163836164173e-01,8.323252688172042326e+02,1.948051948051948146e-01,8.977150537634408920e+02,1.276723276723276679e-01,4.975000000000000000e+02,1.910710905171297130e-02,2.223579117716175668e-01,2.394931460467575046e-01
8.412634408602150415e+02,2.003996003996004194e-01,8.469086021505377175e+02,1.876123876123876322e-01,9.127688172043010582e+02,1.076923076923077122e-01,5.000000000000000000e+02,1.871973211755782046e-02,2.302216684114804790e-01,2.329422008340704675e-01
